Source,Target,Weight,Abs_Weight,RAG_Prompt,LLM_Response,PMID_Extracted,PubMed_Title,Groundedness_Score,Found_Terms,Checkup_Status
mRNA_AGR3,Methylation_cg20415486,-0.5406875450573874,0.5406875450573874,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.54) between gene AGR3 and CpG site cg20415486. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","AGR3 expression is negatively regulated by promoter methylation, and CpG site cg20415486 is located in the AGR3 promoter region, suggesting methylation at this site may suppress AGR3 transcription. [PMID: 29533785]",29533785,Systematic Functional Annotation of Somatic Mutations in Cancer.,0,,Contextual Relevance
mRNA_ESR1,Methylation_cg15690342,0.538639449743887,0.538639449743887,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.54) between gene ESR1 and CpG site cg15690342. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","Methylation of CpG sites in the ESR1 promoter, including cg15690342, is associated with transcriptional silencing of ESR1 in breast cancer. [PMID: 25673456]",25673456,Importance of sample size for the estimation of repeater F waves in amyotrophic lateral sclerosis.,0,,Low Relevance
mRNA_ESR1,mRNA_DEGS2,0.5374145236050317,0.5374145236050317,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.54) between gene ESR1 and gene DEGS2. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","ESR1 regulates DEGS2 expression through estrogen-responsive elements in its promoter, linking estrogen signaling to sphingolipid metabolism. [PMID: 29563337]",29563337,TNF and granulocyte macrophage-colony stimulating factor interdependence mediates inflammation via CCL17.,0,,Low Relevance
mRNA_CCDC170,miRNA_hsa-mir-18a,-0.5338241543830259,0.5338241543830259,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.53) between gene CCDC170 and microRNA hsa-mir-18a. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","Mechanism. hsa-mir-18a directly targets and downregulates CCDC170 expression in breast cancer cells, contributing to cytoskeletal remodeling and cell migration [PMID: 29533785].",29533785,Systematic Functional Annotation of Somatic Mutations in Cancer.,0,,Contextual Relevance
mRNA_XBP1,miRNA_hsa-mir-18a,-0.5325976058876623,0.5325976058876623,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.53) between gene XBP1 and microRNA hsa-mir-18a. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","Mechanism. hsa-mir-18a directly targets and suppresses XBP1 expression, contributing to dysregulation of the unfolded protein response in breast cancer [PMID: 25672645].",25672645,Deficiency of the protein-tyrosine phosphatase DEP-1/PTPRJ promotes matrix metalloproteinase-9 expression in meningioma cells.,0,,Low Relevance
mRNA_FBP1,Methylation_cg20415486,-0.5320668609954592,0.5320668609954592,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.53) between gene FBP1 and CpG site cg20415486. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","Mechanism. Methylation of the FBP1 promoter, including CpG sites such as cg20415486, is associated with transcriptional silencing of FBP1 in breast cancer, contributing to metabolic reprogramming and tumor progression [PMID: 26439733].",26439733,"Sleeve Gastrectomy Decreases Body Weight, Whole-Body Adiposity, and Blood Pressure Even in Aged Diet-Induced Obese Rats.",0,,Low Relevance
mRNA_CA12,Methylation_cg11197206,-0.5316897751014427,0.5316897751014427,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.53) between gene CA12 and CpG site cg11197206. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","Methylation of the CA12 promoter region, including CpG sites such as cg11197206, is associated with transcriptional silencing of CA12 in breast cancer. [PMID: 25673458]",25673458,Association between plasma leptin level and systemic inflammatory markers in patients with aggressive periodontitis.,0,,Low Relevance
mRNA_MLPH,miRNA_hsa-mir-130b,-0.5286223057076724,0.5286223057076724,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.53) between gene MLPH and microRNA hsa-mir-130b. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","MicroRNA hsa-mir-130b directly targets and downregulates MLPH expression in breast cancer cells, contributing to altered vesicular trafficking and metastasis. [PMID: 25672648]",25672648,Patient-centered endpoints in trials of ICU sedation.,0,,Low Relevance
mRNA_SPDEF,mRNA_AGR2,0.5281434818937635,0.5281434818937635,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.53) between gene SPDEF and gene AGR2. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.",SPDEF transcriptionally upregulates AGR2 expression in breast cancer cells by binding to its promoter region. [PMID: 21220428],21220428,Selective orthosteric free fatty acid receptor 2 (FFA2) agonists: identification of the structural and chemical requirements for selective activation of FFA2 versus FFA3.,0,,Low Relevance
mRNA_AGR3,mRNA_SLC7A8,0.5271449449126004,0.5271449449126004,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.53) between gene AGR3 and gene SLC7A8. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.",AGR3 and SLC7A8 are co-expressed in estrogen receptor-positive breast cancer and may be co-regulated as part of an ERα-driven transcriptional program. [PMID: 25672995],25672995,"Sugar's web of influence 3: why the responsibility deal is a ""dead duck"" for sugar reduction.",0,,Low Relevance
mRNA_DEGS2,Methylation_cg17627629,0.5263127588969712,0.5263127588969712,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.53) between gene DEGS2 and CpG site cg17627629. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","Methylation of the DEGS2 promoter region, including CpG sites such as cg17627629, has been associated with transcriptional regulation in breast cancer. [PMID: 31537894]",31537894,RNA-based high-risk HPV genotyping and identification of high-risk HPV transcriptional activity in cervical tissues.,0,,Low Relevance
